custAge,profession,marital,schooling,housing,loan,contact,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pastEmail,responded,profit
40,services,divorced,high.school,no,yes,cellular,may,thu,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
50,management,married,high.school,no,yes,telephone,may,fri,3,0,1.1,93.994,-36.4,4.859,5191,0,no,0
44,admin.,divorced,university.degree,yes,yes,cellular,jun,fri,1,0,-2.9,92.963,-40.8,1.262,5076.2,0,no,0
34,technician,married,high.school,yes,yes,cellular,nov,thu,2,0,-0.1,93.2,-42,4.076,5195.8,0,no,0
42,admin.,married,professional.course,yes,no,cellular,may,mon,1,0,-1.8,92.893,-46.2,1.354,5099.1,0,no,0
57,self-employed,married,university.degree,no,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
53,blue-collar,divorced,basic.4y,yes,no,telephone,jun,fri,5,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
56,housemaid,married,basic.4y,no,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.858,5191,0,no,0
31,admin.,single,university.degree,yes,no,cellular,apr,mon,3,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
34,admin.,single,university.degree,no,yes,cellular,aug,thu,1,1,-2.9,92.201,-31.4,0.859,5076.2,4,no,0
35,admin.,single,basic.4y,yes,no,telephone,jun,fri,3,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
38,management,married,university.degree,yes,no,cellular,nov,thu,2,0,-0.1,93.2,-42,4.076,5195.8,0,no,0
36,services,single,high.school,yes,yes,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,0
27,blue-collar,married,high.school,yes,no,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.966,5228.1,0,no,0
34,technician,divorced,university.degree,yes,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
53,retired,married,high.school,no,no,cellular,nov,fri,3,0,-0.1,93.2,-42,4.021,5195.8,0,no,0
33,admin.,married,basic.9y,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.858,5191,0,no,0
25,self-employed,single,university.degree,yes,no,cellular,sep,mon,1,0,-3.4,92.379,-29.8,0.797,5017.5,0,no,0
38,admin.,single,university.degree,yes,no,cellular,may,mon,6,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
28,services,married,basic.9y,yes,no,cellular,may,thu,1,1,-1.8,92.893,-46.2,1.327,5099.1,2,no,0
29,student,single,high.school,no,yes,cellular,may,tue,1,1,-1.8,92.893,-46.2,1.344,5099.1,0,no,0
35,blue-collar,married,high.school,no,no,cellular,may,wed,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,0
45,admin.,married,university.degree,no,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
43,technician,single,university.degree,yes,yes,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
59,retired,married,basic.9y,yes,no,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.97,5228.1,0,no,0
30,technician,married,high.school,yes,no,cellular,aug,tue,2,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
34,unemployed,married,university.degree,yes,no,cellular,nov,thu,3,0,-0.1,93.2,-42,4.076,5195.8,0,no,0
34,housemaid,divorced,basic.6y,no,no,telephone,may,fri,3,0,1.1,93.994,-36.4,4.864,5191,0,no,0
48,housemaid,married,basic.9y,yes,no,cellular,aug,tue,2,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
40,blue-collar,single,basic.9y,no,no,cellular,may,wed,3,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,0
26,admin.,single,high.school,no,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
28,self-employed,single,professional.course,yes,no,cellular,jun,thu,1,0,-2.9,92.963,-40.8,1.26,5076.2,0,no,0
40,entrepreneur,married,university.degree,yes,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
35,blue-collar,single,basic.9y,no,no,telephone,may,thu,3,0,1.1,93.994,-36.4,4.86,5191,0,no,0
30,management,married,university.degree,no,no,cellular,may,fri,1,1,-1.8,92.893,-46.2,1.25,5099.1,4,no,0
37,blue-collar,married,professional.course,no,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
26,admin.,single,high.school,yes,no,cellular,may,wed,1,1,-1.8,92.893,-46.2,1.281,5099.1,5,no,0
32,technician,single,basic.9y,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
53,retired,divorced,university.degree,yes,no,cellular,jul,tue,4,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
48,blue-collar,married,basic.9y,yes,no,cellular,may,wed,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,0
29,blue-collar,married,basic.9y,yes,no,cellular,may,fri,5,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
54,admin.,married,high.school,no,yes,cellular,aug,tue,2,0,1.4,93.444,-36.1,4.966,5228.1,0,no,0
26,blue-collar,single,basic.9y,yes,yes,cellular,jul,tue,6,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
32,technician,married,professional.course,yes,no,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
52,retired,divorced,basic.4y,yes,yes,telephone,may,wed,1,0,1.1,93.994,-36.4,4.858,5191,0,no,0
39,technician,married,university.degree,yes,yes,cellular,may,fri,1,1,-1.8,92.893,-46.2,1.25,5099.1,3,no,0
36,blue-collar,single,basic.9y,no,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.86,5191,0,no,0
30,admin.,married,university.degree,no,no,cellular,nov,mon,2,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
33,management,married,university.degree,yes,no,cellular,nov,wed,2,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
38,self-employed,single,university.degree,no,no,cellular,aug,mon,2,1,-1.7,94.027,-38.3,0.904,4991.6,0,no,0
26,technician,single,university.degree,yes,no,cellular,oct,thu,1,0,-3.4,92.431,-26.9,0.754,5017.5,0,no,0
47,services,married,high.school,yes,no,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
47,management,married,basic.4y,yes,no,cellular,nov,wed,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
48,services,married,professional.course,yes,yes,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
31,admin.,single,university.degree,no,no,cellular,nov,mon,2,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
36,self-employed,divorced,professional.course,yes,yes,cellular,jul,tue,4,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
46,technician,married,professional.course,no,yes,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
72,admin.,married,high.school,yes,no,cellular,jun,mon,1,0,-2.9,92.963,-40.8,1.266,5076.2,0,no,0
32,admin.,single,university.degree,no,no,cellular,nov,fri,2,1,-0.1,93.2,-42,4.021,5195.8,1,no,0
32,blue-collar,married,basic.9y,yes,no,cellular,may,tue,1,2,-1.8,92.893,-46.2,1.344,5099.1,8,no,0
34,entrepreneur,married,basic.4y,yes,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.864,5191,0,no,0
33,retired,married,basic.4y,yes,yes,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
29,admin.,married,university.degree,yes,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.855,5191,0,no,0
39,blue-collar,married,basic.9y,yes,yes,telephone,jul,fri,5,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
41,admin.,married,high.school,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
43,blue-collar,married,basic.4y,yes,no,telephone,may,fri,3,0,1.1,93.994,-36.4,4.857,5191,0,no,0
46,admin.,married,basic.4y,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
28,management,single,university.degree,yes,no,cellular,sep,tue,1,0,-3.4,92.379,-29.8,0.819,5017.5,0,no,0
31,services,single,high.school,yes,no,cellular,may,mon,2,1,-1.8,92.893,-46.2,1.299,5099.1,2,no,0
49,technician,married,professional.course,yes,no,cellular,aug,tue,1,1,-2.9,92.201,-31.4,0.883,5076.2,3,no,0
57,self-employed,married,university.degree,yes,no,cellular,nov,tue,1,0,-0.1,93.2,-42,4.153,5195.8,0,no,0
32,services,married,high.school,yes,no,cellular,jul,mon,2,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
34,blue-collar,single,high.school,yes,no,telephone,jun,fri,5,0,1.4,94.465,-41.8,4.958,5228.1,0,no,0
48,blue-collar,married,professional.course,no,no,telephone,may,fri,4,0,1.1,93.994,-36.4,4.855,5191,0,no,0
57,blue-collar,married,basic.9y,yes,no,cellular,jul,tue,4,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
29,blue-collar,single,basic.9y,yes,no,cellular,nov,wed,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
43,technician,married,university.degree,yes,yes,cellular,aug,wed,5,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
37,technician,married,basic.9y,no,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
53,blue-collar,single,basic.9y,no,no,cellular,nov,wed,2,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
33,housemaid,married,basic.9y,no,no,cellular,jul,mon,16,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
41,self-employed,married,basic.9y,no,no,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
55,admin.,single,university.degree,yes,no,cellular,nov,fri,9,0,-0.1,93.2,-42,4.021,5195.8,0,no,0
42,technician,married,university.degree,no,no,telephone,jun,fri,20,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
34,blue-collar,married,basic.9y,yes,yes,telephone,may,wed,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
34,services,married,high.school,yes,no,cellular,may,mon,1,0,-1.8,92.893,-46.2,1.299,5099.1,0,no,0
55,housemaid,married,university.degree,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
37,unemployed,married,high.school,yes,no,cellular,nov,thu,2,0,-0.1,93.2,-42,4.076,5195.8,0,no,0
35,technician,married,professional.course,no,no,telephone,mar,thu,2,1,-1.8,93.369,-34.8,0.65,5008.7,1,no,0
34,admin.,married,university.degree,no,yes,cellular,aug,wed,11,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
30,blue-collar,married,basic.9y,yes,no,cellular,nov,thu,2,0,-0.1,93.2,-42,4.076,5195.8,0,no,0
31,blue-collar,married,basic.9y,yes,no,telephone,jun,tue,3,0,1.4,94.465,-41.8,4.864,5228.1,0,no,0
43,management,married,university.degree,no,yes,telephone,jul,fri,1,0,1.4,93.918,-42.7,4.959,5228.1,0,no,0
45,technician,single,university.degree,no,no,cellular,may,fri,2,1,-1.8,92.893,-46.2,1.313,5099.1,2,no,0
56,services,married,high.school,no,no,cellular,may,mon,2,0,-1.8,92.893,-46.2,1.354,5099.1,0,no,0
29,blue-collar,married,professional.course,no,no,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
35,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,1,0,1.4,93.918,-42.7,4.96,5228.1,0,no,0
37,admin.,married,basic.9y,yes,yes,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
35,blue-collar,married,basic.9y,no,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
40,management,married,university.degree,no,no,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
33,admin.,single,high.school,yes,no,cellular,nov,fri,1,0,-0.1,93.2,-42,4.021,5195.8,0,no,0
62,retired,divorced,university.degree,yes,no,telephone,oct,wed,3,0,-3.4,92.431,-26.9,0.735,5017.5,0,no,0
23,technician,single,high.school,no,no,cellular,may,thu,2,1,-1.8,92.893,-46.2,1.266,5099.1,3,no,0
51,services,married,professional.course,yes,yes,cellular,jul,fri,5,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
39,technician,married,professional.course,yes,no,cellular,aug,wed,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
29,technician,single,high.school,yes,no,cellular,aug,tue,6,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
50,management,married,high.school,yes,no,cellular,jul,thu,6,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
31,housemaid,married,basic.4y,no,yes,cellular,aug,tue,6,0,1.4,93.444,-36.1,4.966,5228.1,0,no,0
39,blue-collar,divorced,high.school,no,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
60,technician,married,professional.course,yes,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
49,management,married,basic.4y,no,no,cellular,nov,wed,2,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
42,services,married,high.school,no,yes,telephone,jun,tue,3,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
34,services,married,high.school,yes,no,telephone,may,wed,7,0,1.1,93.994,-36.4,4.858,5191,0,no,0
33,technician,married,basic.9y,yes,no,cellular,jul,fri,4,0,1.4,93.918,-42.7,4.959,5228.1,0,no,0
37,admin.,married,university.degree,yes,no,telephone,may,thu,12,0,1.1,93.994,-36.4,4.86,5191,0,no,0
49,entrepreneur,married,university.degree,no,no,cellular,jul,tue,3,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
44,admin.,single,university.degree,no,no,cellular,aug,mon,1,0,1.4,93.444,-36.1,4.97,5228.1,0,no,0
44,entrepreneur,divorced,university.degree,yes,yes,cellular,nov,thu,1,0,-0.1,93.2,-42,4.076,5195.8,0,no,0
35,technician,single,professional.course,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
36,admin.,single,university.degree,no,no,cellular,jun,thu,1,0,-1.7,94.055,-39.8,0.742,4991.6,0,no,0
31,student,single,high.school,no,no,cellular,may,mon,5,2,-1.8,93.876,-40,0.701,5008.7,6,no,0
28,technician,married,professional.course,yes,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
30,entrepreneur,married,university.degree,no,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.86,5191,0,no,0
29,admin.,single,university.degree,yes,no,cellular,jun,mon,1,0,-2.9,92.963,-40.8,1.266,5076.2,0,no,0
30,admin.,married,university.degree,yes,no,cellular,may,fri,2,1,-1.8,92.893,-46.2,1.25,5099.1,3,no,0
38,blue-collar,single,basic.4y,yes,no,telephone,may,thu,2,0,1.1,93.994,-36.4,4.86,5191,0,no,0
28,blue-collar,married,basic.9y,no,no,telephone,may,thu,3,0,1.1,93.994,-36.4,4.86,5191,0,no,0
46,admin.,divorced,high.school,yes,yes,telephone,may,tue,4,0,1.1,93.994,-36.4,4.857,5191,0,no,0
47,admin.,married,high.school,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191,0,no,0
47,self-employed,married,university.degree,yes,no,cellular,jul,mon,9,0,1.4,93.918,-42.7,4.96,5228.1,0,no,0
35,admin.,married,high.school,no,no,telephone,jun,mon,2,0,1.4,94.465,-41.8,4.96,5228.1,0,no,0
31,admin.,single,university.degree,yes,yes,cellular,nov,fri,1,0,-0.1,93.2,-42,4.021,5195.8,0,no,0
41,blue-collar,married,basic.6y,no,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
42,services,single,high.school,no,yes,telephone,may,thu,3,0,1.1,93.994,-36.4,4.855,5191,0,no,0
33,blue-collar,married,professional.course,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
57,retired,married,basic.6y,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,0
31,technician,married,university.degree,yes,no,cellular,aug,thu,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
35,technician,married,professional.course,yes,yes,telephone,may,fri,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
34,blue-collar,married,basic.4y,yes,no,cellular,jun,mon,1,0,-2.9,92.963,-40.8,1.266,5076.2,0,no,0
47,services,married,high.school,yes,no,telephone,jun,wed,1,0,1.4,94.465,-41.8,4.962,5228.1,0,no,0
45,management,married,university.degree,yes,no,cellular,apr,thu,1,0,-1.8,93.075,-47.1,1.365,5099.1,0,no,0
43,blue-collar,married,basic.9y,yes,yes,cellular,may,mon,4,0,-1.8,92.893,-46.2,1.354,5099.1,0,no,0
24,admin.,single,high.school,yes,no,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.958,5228.1,0,no,0
37,blue-collar,married,basic.4y,yes,no,cellular,jul,wed,4,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
32,technician,married,high.school,yes,no,cellular,aug,tue,3,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
33,admin.,single,university.degree,no,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.967,5228.1,0,no,0
38,technician,married,basic.4y,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,0
37,entrepreneur,married,basic.9y,no,no,cellular,may,mon,1,1,-1.8,92.893,-46.2,1.299,5099.1,2,no,0
39,admin.,divorced,university.degree,yes,no,cellular,mar,thu,19,0,-1.8,92.843,-50,1.614,5099.1,0,no,0
39,admin.,divorced,high.school,no,yes,cellular,may,fri,1,1,-1.8,92.893,-46.2,1.25,5099.1,5,no,0
49,admin.,married,high.school,yes,no,cellular,nov,fri,1,0,-0.1,93.2,-42,4.021,5195.8,0,no,0
81,retired,divorced,basic.4y,no,no,cellular,jun,tue,1,4,-1.7,94.055,-39.8,0.761,4991.6,8,no,0
35,services,single,high.school,yes,yes,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.259,5099.1,0,no,0
22,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,3,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
44,unemployed,married,basic.9y,no,yes,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
31,admin.,single,university.degree,no,no,cellular,aug,tue,3,0,-1.7,94.027,-38.3,0.899,4991.6,0,no,0
47,self-employed,married,university.degree,no,no,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
32,admin.,single,university.degree,no,yes,cellular,jul,thu,8,0,1.4,93.918,-42.7,4.968,5228.1,0,no,0
31,services,single,high.school,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
37,entrepreneur,married,basic.9y,yes,no,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
33,blue-collar,married,basic.6y,no,no,cellular,may,thu,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,no,0
47,blue-collar,single,professional.course,yes,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
41,management,married,high.school,yes,no,cellular,may,mon,2,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
26,blue-collar,married,basic.9y,no,no,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
38,admin.,single,university.degree,no,no,cellular,may,mon,3,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
34,technician,married,university.degree,yes,no,cellular,mar,mon,2,0,-1.8,92.843,-50,1.538,5099.1,0,no,0
72,admin.,married,high.school,yes,no,cellular,jun,mon,5,1,-2.9,92.963,-40.8,1.215,5076.2,3,no,0
55,services,married,high.school,yes,no,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
51,admin.,married,professional.course,no,no,cellular,may,tue,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
26,blue-collar,single,basic.9y,no,no,telephone,jun,fri,18,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
29,blue-collar,married,high.school,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
50,admin.,married,university.degree,yes,no,cellular,aug,mon,3,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
56,retired,married,basic.4y,no,no,cellular,aug,wed,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
35,technician,married,university.degree,yes,no,cellular,jul,thu,2,0,1.4,93.918,-42.7,4.968,5228.1,0,no,0
26,blue-collar,single,basic.6y,no,no,telephone,jun,wed,2,0,1.4,94.465,-41.8,4.864,5228.1,0,no,0
28,services,married,high.school,yes,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.859,5191,0,no,0
36,services,single,high.school,yes,yes,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,0
44,self-employed,married,basic.9y,no,no,cellular,aug,mon,10,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
37,housemaid,married,university.degree,no,yes,cellular,aug,thu,2,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
53,blue-collar,married,basic.4y,no,no,cellular,aug,tue,2,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
24,technician,single,university.degree,yes,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
38,blue-collar,divorced,basic.9y,no,yes,telephone,may,fri,4,0,1.1,93.994,-36.4,4.855,5191,0,no,0
29,admin.,married,university.degree,yes,no,telephone,jun,fri,3,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
37,admin.,married,university.degree,no,no,telephone,nov,wed,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
57,housemaid,married,basic.4y,no,no,telephone,jun,thu,2,0,1.4,94.465,-41.8,4.866,5228.1,0,no,0
44,self-employed,married,university.degree,yes,yes,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
31,unemployed,married,professional.course,yes,yes,telephone,may,fri,4,0,1.1,93.994,-36.4,4.857,5191,0,no,0
31,admin.,single,university.degree,no,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
33,services,married,high.school,yes,no,cellular,may,fri,2,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
55,unemployed,married,basic.9y,yes,no,cellular,oct,tue,1,0,-3.4,92.431,-26.9,0.728,5017.5,0,no,0
57,blue-collar,married,basic.4y,no,no,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.866,5228.1,0,no,0
34,blue-collar,married,basic.9y,no,yes,cellular,may,wed,4,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,0
33,technician,married,professional.course,yes,no,cellular,may,mon,1,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
31,services,single,high.school,yes,no,cellular,may,fri,11,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
34,admin.,married,high.school,no,no,cellular,may,fri,2,0,-1.8,92.893,-46.2,1.313,5099.1,0,no,0
37,blue-collar,married,high.school,no,no,cellular,apr,fri,6,3,-1.8,93.075,-47.1,1.4,5099.1,12,no,0
32,services,single,basic.9y,no,yes,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.866,5228.1,0,no,0
38,admin.,married,basic.6y,no,no,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.968,5228.1,0,no,0
31,admin.,married,high.school,no,no,cellular,jul,wed,4,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
43,technician,married,high.school,no,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
33,admin.,married,high.school,no,yes,cellular,jul,thu,6,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
29,admin.,single,university.degree,yes,no,cellular,aug,thu,3,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
41,blue-collar,married,basic.9y,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,0
42,technician,married,university.degree,no,yes,cellular,jul,wed,2,0,-2.9,92.469,-33.6,1.029,5076.2,0,no,0
58,admin.,married,high.school,yes,no,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,no,0
30,services,married,high.school,no,no,telephone,may,mon,4,0,1.1,93.994,-36.4,4.857,5191,0,no,0
30,admin.,married,university.degree,yes,no,cellular,aug,tue,2,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
46,self-employed,married,basic.9y,yes,no,telephone,apr,tue,5,0,-1.8,93.075,-47.1,1.423,5099.1,0,no,0
48,services,married,basic.6y,yes,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
45,blue-collar,single,basic.9y,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,0
33,technician,single,basic.9y,yes,no,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
28,self-employed,married,university.degree,yes,no,telephone,may,fri,3,0,1.1,93.994,-36.4,4.859,5191,0,no,0
77,housemaid,married,basic.4y,no,no,cellular,aug,fri,4,4,-1.7,94.027,-38.3,0.905,4991.6,16,no,0
35,blue-collar,single,basic.9y,yes,no,cellular,may,fri,2,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
32,admin.,single,university.degree,yes,no,telephone,may,wed,1,0,-1.8,92.893,-46.2,1.291,5099.1,0,no,0
28,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,1,0,1.4,94.465,-41.8,4.962,5228.1,0,no,0
72,retired,married,basic.4y,yes,no,cellular,nov,fri,2,0,-3.4,92.649,-30.1,0.718,5017.5,0,no,0
33,services,married,basic.4y,yes,yes,telephone,jun,mon,6,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
29,self-employed,single,university.degree,yes,yes,cellular,jun,mon,2,0,-2.9,92.963,-40.8,1.266,5076.2,0,no,0
56,management,married,university.degree,yes,yes,cellular,jun,thu,2,0,-2.9,92.963,-40.8,1.26,5076.2,0,no,0
37,admin.,married,high.school,yes,no,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
45,blue-collar,married,basic.9y,yes,no,cellular,nov,wed,2,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
40,entrepreneur,divorced,high.school,no,no,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.947,5228.1,0,no,0
30,management,single,university.degree,no,yes,cellular,may,tue,1,1,-1.8,92.893,-46.2,1.344,5099.1,4,no,0
57,retired,single,professional.course,yes,no,cellular,jul,fri,4,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
29,technician,single,high.school,yes,no,cellular,aug,wed,3,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
35,technician,married,professional.course,yes,no,cellular,aug,mon,1,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
37,services,married,high.school,yes,no,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
34,blue-collar,married,basic.9y,yes,yes,telephone,jun,fri,2,0,1.4,94.465,-41.8,4.967,5228.1,0,no,0
47,blue-collar,married,basic.9y,yes,no,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
43,blue-collar,married,professional.course,yes,no,cellular,may,thu,4,2,-1.8,92.893,-46.2,1.327,5099.1,4,no,0
31,technician,married,university.degree,no,no,cellular,aug,thu,3,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
37,blue-collar,divorced,basic.4y,no,no,telephone,jun,wed,2,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
33,admin.,married,basic.9y,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
