custAge,profession,marital,schooling,housing,loan,contact,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pastEmail,responded,profit
37,blue-collar,single,basic.4y,yes,no,cellular,apr,NA,3,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
32,blue-collar,married,basic.4y,yes,no,cellular,nov,thu,2,1,-0.1,93.2,-42,4.076,5195.8,5,no,NA
38,technician,married,professional.course,no,no,telephone,jun,fri,24,0,1.4,94.465,-41.8,4.967,5228.1,0,no,NA
41,technician,single,high.school,yes,no,cellular,aug,wed,3,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
49,blue-collar,married,basic.6y,yes,yes,telephone,may,wed,2,0,1.1,93.994,-36.4,4.859,5191,0,no,NA
55,entrepreneur,divorced,university.degree,no,no,cellular,nov,fri,2,0,-0.1,93.2,-42,4.021,5195.8,0,no,NA
71,retired,single,university.degree,no,no,telephone,oct,NA,1,0,-3.4,92.431,-26.9,0.742,5017.5,0,no,NA
48,admin.,divorced,university.degree,no,no,cellular,may,mon,5,1,-1.8,92.893,-46.2,1.244,5099.1,0,no,NA
30,technician,single,NA,no,no,telephone,may,tue,4,0,-1.8,92.893,-46.2,1.291,5099.1,0,no,NA
45,admin.,single,university.degree,no,yes,cellular,aug,tue,11,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
NA,services,single,high.school,yes,no,telephone,jun,mon,2,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
38,blue-collar,married,basic.9y,no,no,cellular,nov,thu,1,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
NA,entrepreneur,divorced,NA,yes,no,cellular,jul,NA,3,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
33,admin.,married,university.degree,no,no,cellular,aug,NA,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
48,services,married,NA,no,no,cellular,jul,tue,1,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
NA,retired,married,university.degree,yes,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
37,technician,single,NA,no,no,cellular,apr,NA,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
31,admin.,single,NA,yes,no,cellular,mar,mon,1,0,-1.8,92.843,-50,1.811,5099.1,0,no,NA
NA,blue-collar,single,basic.9y,yes,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
51,blue-collar,married,NA,yes,no,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
50,management,married,high.school,yes,no,telephone,jun,tue,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
34,technician,married,professional.course,no,no,cellular,apr,fri,2,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
33,blue-collar,single,NA,yes,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
NA,technician,married,high.school,no,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
30,admin.,married,high.school,no,no,telephone,may,NA,2,0,1.1,93.994,-36.4,4.859,5191,0,no,NA
NA,blue-collar,married,basic.9y,yes,no,cellular,may,wed,2,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,NA
42,services,married,high.school,yes,yes,cellular,apr,thu,1,1,-1.8,93.075,-47.1,1.41,5099.1,4,no,NA
51,unemployed,married,basic.9y,yes,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
NA,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,3,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
NA,admin.,divorced,high.school,no,no,telephone,jun,NA,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
50,admin.,married,NA,no,no,cellular,may,wed,2,5,-1.8,93.876,-40,0.682,5008.7,15,no,NA
53,management,married,university.degree,yes,yes,cellular,nov,tue,1,0,-0.1,93.2,-42,4.153,5195.8,0,no,NA
44,blue-collar,married,basic.9y,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,blue-collar,married,professional.course,no,no,telephone,may,wed,5,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
27,technician,single,university.degree,yes,no,cellular,dec,tue,1,1,-3,92.713,-33,0.707,5023.5,3,no,NA
52,blue-collar,married,basic.4y,yes,no,telephone,jun,mon,6,0,1.4,94.465,-41.8,4.96,5228.1,0,no,NA
48,technician,single,university.degree,yes,no,cellular,aug,tue,2,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
29,blue-collar,single,basic.9y,yes,no,cellular,nov,wed,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,NA
39,blue-collar,divorced,basic.9y,no,no,cellular,may,wed,2,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,NA
41,blue-collar,married,basic.9y,no,no,cellular,apr,tue,1,1,-1.8,93.075,-47.1,1.453,5099.1,2,no,NA
49,services,divorced,high.school,no,no,telephone,may,wed,6,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,blue-collar,married,high.school,yes,yes,cellular,nov,mon,2,0,-0.1,93.2,-42,4.191,5195.8,0,no,NA
39,entrepreneur,married,high.school,unknown,unknown,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.96,5228.1,0,no,NA
NA,housemaid,married,basic.4y,no,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
46,blue-collar,divorced,basic.9y,no,no,cellular,apr,tue,3,0,-1.8,93.075,-47.1,1.423,5099.1,0,no,NA
21,management,single,university.degree,unknown,unknown,cellular,jun,tue,1,0,-2.9,92.963,-40.8,1.262,5076.2,0,no,NA
37,technician,single,high.school,no,yes,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
29,admin.,married,basic.6y,yes,no,cellular,may,fri,6,1,-1.8,92.893,-46.2,1.25,5099.1,2,no,NA
44,blue-collar,married,unknown,no,no,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
25,unemployed,married,high.school,no,no,cellular,jul,fri,10,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
NA,blue-collar,single,unknown,yes,yes,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
46,retired,married,NA,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
41,blue-collar,married,basic.6y,no,no,telephone,may,fri,4,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
NA,blue-collar,married,professional.course,no,no,cellular,apr,fri,2,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
50,self-employed,married,basic.9y,yes,no,cellular,aug,thu,7,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
NA,services,single,university.degree,yes,yes,cellular,may,mon,5,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,NA
51,admin.,married,high.school,no,no,cellular,may,tue,4,0,-1.8,92.893,-46.2,1.291,5099.1,0,no,NA
49,services,married,basic.6y,no,yes,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.479,5099.1,0,no,NA
41,management,married,NA,yes,no,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
30,admin.,married,high.school,no,no,cellular,jul,mon,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
36,technician,married,professional.course,yes,no,cellular,may,thu,1,1,-1.8,93.876,-40,0.677,5008.7,1,no,NA
48,blue-collar,married,basic.6y,yes,no,telephone,may,thu,4,0,1.1,93.994,-36.4,4.86,5191,0,no,NA
33,entrepreneur,married,basic.9y,no,no,cellular,may,wed,2,1,-1.8,92.893,-46.2,1.334,5099.1,3,no,NA
NA,entrepreneur,married,basic.9y,yes,yes,cellular,may,thu,2,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,NA
31,blue-collar,single,professional.course,no,yes,telephone,jul,tue,1,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
77,retired,married,unknown,no,no,cellular,aug,wed,8,2,-1.7,94.027,-38.3,0.903,4991.6,4,no,NA
45,blue-collar,divorced,professional.course,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
37,blue-collar,married,basic.6y,no,no,telephone,jun,tue,4,0,1.4,94.465,-41.8,4.864,5228.1,0,no,NA
50,blue-collar,married,NA,no,no,telephone,nov,NA,1,0,-0.1,93.2,-42,4.021,5195.8,0,no,NA
NA,technician,single,university.degree,yes,yes,cellular,aug,fri,9,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
34,technician,married,university.degree,no,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
45,technician,married,university.degree,yes,yes,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,services,married,basic.9y,yes,no,telephone,jun,mon,1,0,-2.9,92.963,-40.8,1.266,5076.2,0,no,NA
37,admin.,married,high.school,no,no,cellular,apr,thu,3,0,-1.8,93.075,-47.1,1.365,5099.1,0,no,NA
37,blue-collar,married,NA,yes,no,telephone,jun,fri,7,0,1.4,94.465,-41.8,4.959,5228.1,0,no,NA
85,housemaid,divorced,basic.4y,yes,no,telephone,oct,fri,2,0,-3.4,92.431,-26.9,0.739,5017.5,0,no,NA
32,management,single,NA,no,no,cellular,jun,tue,4,0,-1.7,94.055,-39.8,0.761,4991.6,0,no,NA
33,admin.,single,university.degree,yes,no,telephone,aug,thu,1,0,1.4,93.444,-36.1,4.962,5228.1,0,no,NA
40,management,married,NA,yes,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
NA,technician,married,NA,no,yes,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
36,blue-collar,single,basic.4y,yes,no,telephone,jun,mon,2,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
30,blue-collar,married,NA,yes,no,cellular,aug,mon,4,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
36,services,single,NA,yes,no,cellular,nov,thu,3,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
39,services,married,high.school,no,no,telephone,may,tue,4,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
47,technician,single,professional.course,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
56,services,married,high.school,yes,no,cellular,may,mon,2,0,-1.8,92.893,-46.2,1.354,5099.1,0,no,NA
48,services,divorced,high.school,yes,yes,cellular,apr,mon,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
30,admin.,divorced,NA,no,no,cellular,nov,tue,1,0,-0.1,93.2,-42,4.153,5195.8,0,no,NA
46,entrepreneur,married,high.school,yes,no,cellular,aug,mon,1,0,-2.9,92.201,-31.4,0.861,5076.2,0,no,NA
NA,admin.,married,high.school,no,no,telephone,jul,NA,1,1,-1.7,94.215,-40.3,0.876,4991.6,4,no,NA
NA,retired,divorced,basic.4y,yes,yes,cellular,mar,wed,2,0,-1.8,92.843,-50,1.663,5099.1,0,no,NA
33,technician,single,NA,yes,no,cellular,aug,thu,14,0,1.4,93.444,-36.1,4.962,5228.1,0,no,NA
30,services,married,NA,no,no,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
30,technician,divorced,high.school,no,no,cellular,aug,thu,4,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
51,services,married,NA,no,no,cellular,nov,tue,1,1,-0.1,93.2,-42,4.153,5195.8,3,no,NA
47,self-employed,married,university.degree,no,no,cellular,apr,mon,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
51,services,single,high.school,no,no,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
35,blue-collar,married,basic.9y,yes,no,telephone,jun,NA,2,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
33,technician,single,NA,no,no,cellular,aug,NA,9,0,1.4,93.444,-36.1,4.962,5228.1,0,no,NA
NA,student,single,high.school,no,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
38,technician,married,professional.course,no,yes,cellular,aug,thu,3,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
NA,blue-collar,married,basic.4y,no,no,telephone,may,wed,8,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
36,services,married,high.school,yes,yes,cellular,may,NA,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,no,NA
39,technician,married,professional.course,no,no,cellular,aug,mon,1,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
30,blue-collar,married,high.school,yes,no,cellular,jul,NA,4,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
46,management,married,university.degree,no,no,cellular,jul,mon,3,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
41,technician,married,professional.course,yes,no,cellular,aug,mon,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
55,technician,married,university.degree,no,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.864,5191,0,no,NA
NA,admin.,married,university.degree,yes,no,cellular,aug,thu,3,0,1.4,93.444,-36.1,4.968,5228.1,0,no,NA
NA,admin.,divorced,university.degree,no,no,telephone,aug,tue,5,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
27,blue-collar,single,high.school,yes,no,telephone,jun,tue,5,0,1.4,94.465,-41.8,4.864,5228.1,0,no,NA
57,retired,married,basic.6y,no,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.968,5228.1,0,no,NA
NA,blue-collar,married,basic.9y,yes,no,telephone,may,tue,3,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
NA,blue-collar,married,basic.4y,yes,yes,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.966,5228.1,0,no,NA
56,admin.,married,university.degree,yes,no,cellular,jun,NA,1,0,-2.9,92.963,-40.8,1.252,5076.2,0,no,NA
38,blue-collar,married,basic.6y,yes,no,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
46,admin.,divorced,NA,no,no,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,blue-collar,single,basic.9y,no,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.864,5191,0,no,NA
26,blue-collar,single,basic.9y,yes,no,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
NA,entrepreneur,single,NA,no,no,cellular,nov,thu,1,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
54,blue-collar,married,NA,no,yes,telephone,may,NA,4,0,1.1,93.994,-36.4,4.86,5191,0,no,NA
32,admin.,single,NA,yes,yes,cellular,nov,thu,1,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
34,blue-collar,married,NA,no,no,cellular,may,NA,2,1,-1.8,92.893,-46.2,1.281,5099.1,1,no,NA
25,technician,married,university.degree,yes,no,cellular,may,tue,1,1,-1.8,92.893,-46.2,1.291,5099.1,3,no,NA
42,admin.,married,NA,no,no,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
48,admin.,single,high.school,no,no,cellular,apr,mon,2,0,-1.8,93.075,-47.1,1.466,5099.1,0,no,NA
56,retired,married,basic.4y,no,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
34,services,married,high.school,yes,yes,telephone,jun,fri,2,0,1.4,94.465,-41.8,4.967,5228.1,0,no,NA
37,entrepreneur,married,NA,yes,no,cellular,nov,mon,1,1,-3.4,92.649,-30.1,0.714,5017.5,3,no,NA
NA,services,married,high.school,yes,no,telephone,may,wed,9,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
32,technician,married,professional.course,no,no,cellular,may,mon,6,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,NA
NA,technician,married,NA,yes,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
33,technician,single,professional.course,yes,no,cellular,may,wed,1,1,-1.8,92.893,-46.2,1.281,5099.1,3,no,NA
40,technician,married,professional.course,yes,no,cellular,aug,mon,3,0,1.4,93.444,-36.1,4.97,5228.1,0,no,NA
39,technician,single,professional.course,no,yes,cellular,jul,mon,4,0,1.4,93.918,-42.7,4.96,5228.1,0,no,NA
30,technician,single,NA,yes,no,cellular,aug,fri,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
35,admin.,single,university.degree,no,no,cellular,aug,mon,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
NA,blue-collar,married,NA,yes,no,cellular,jul,NA,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
27,technician,single,professional.course,no,no,cellular,jul,mon,7,0,1.4,93.918,-42.7,4.96,5228.1,0,no,NA
32,technician,married,NA,yes,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
NA,management,married,university.degree,no,no,telephone,apr,wed,4,0,-1.8,93.075,-47.1,1.415,5099.1,0,no,NA
35,unknown,married,basic.9y,no,yes,telephone,may,wed,2,0,1.1,93.994,-36.4,4.859,5191,0,no,NA
38,admin.,divorced,NA,no,no,cellular,may,tue,4,0,-1.8,92.893,-46.2,1.291,5099.1,0,no,NA
57,management,married,basic.9y,no,no,telephone,may,wed,26,0,1.1,93.994,-36.4,4.858,5191,0,no,NA
NA,technician,single,high.school,no,no,telephone,may,NA,1,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
NA,retired,divorced,basic.4y,no,no,cellular,sep,tue,1,0,-3.4,92.379,-29.8,0.788,5017.5,0,no,NA
28,technician,married,university.degree,yes,yes,cellular,may,thu,3,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,NA
NA,technician,single,university.degree,no,no,cellular,jul,fri,1,2,-1.7,94.215,-40.3,0.885,4991.6,6,no,NA
48,blue-collar,married,NA,yes,yes,cellular,may,tue,4,1,-1.8,92.893,-46.2,1.291,5099.1,2,no,NA
44,blue-collar,single,NA,yes,no,cellular,nov,thu,1,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
50,self-employed,married,NA,no,no,telephone,jun,NA,2,0,1.4,94.465,-41.8,4.967,5228.1,0,no,NA
49,unknown,married,unknown,yes,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
41,blue-collar,married,NA,no,no,telephone,may,NA,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,admin.,married,NA,yes,yes,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
42,admin.,divorced,NA,yes,no,cellular,sep,wed,1,1,-1.1,94.199,-37.5,0.886,4963.6,2,no,NA
NA,technician,single,high.school,yes,yes,telephone,jun,mon,2,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
33,technician,married,university.degree,no,no,cellular,jul,thu,4,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
58,unemployed,married,basic.9y,no,no,telephone,jun,mon,2,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
39,admin.,married,professional.course,yes,no,telephone,may,tue,7,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
34,blue-collar,single,NA,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
35,blue-collar,single,basic.9y,yes,no,cellular,may,NA,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,NA
53,admin.,married,NA,no,no,cellular,nov,wed,2,0,-0.1,93.2,-42,4.12,5195.8,0,no,NA
44,technician,married,NA,no,no,cellular,aug,tue,6,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
37,services,single,basic.9y,no,no,cellular,may,tue,1,0,-1.8,92.893,-46.2,1.344,5099.1,0,no,NA
31,services,married,basic.9y,no,no,cellular,apr,mon,2,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,NA
NA,admin.,single,university.degree,yes,no,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,NA
36,admin.,married,professional.course,yes,no,cellular,aug,fri,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,NA
37,blue-collar,married,NA,no,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.86,5191,0,no,NA
NA,blue-collar,married,professional.course,no,no,cellular,nov,tue,1,1,-0.1,93.2,-42,4.153,5195.8,2,no,NA
49,admin.,divorced,high.school,no,no,telephone,may,thu,3,0,1.1,93.994,-36.4,4.86,5191,0,no,NA
43,admin.,divorced,basic.9y,unknown,unknown,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
27,admin.,single,high.school,yes,no,telephone,jun,NA,1,1,-1.7,94.055,-39.8,0.739,4991.6,2,no,NA
30,admin.,single,NA,yes,yes,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
58,blue-collar,married,basic.9y,no,no,cellular,nov,tue,1,1,-0.1,93.2,-42,4.153,5195.8,3,no,NA
47,admin.,married,NA,no,yes,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
37,blue-collar,married,NA,no,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
51,self-employed,married,basic.4y,no,no,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,NA
30,self-employed,single,university.degree,yes,no,cellular,nov,NA,3,1,-0.1,93.2,-42,4.076,5195.8,2,no,NA
35,blue-collar,married,basic.4y,yes,no,cellular,may,thu,1,1,-1.8,92.893,-46.2,1.327,5099.1,2,no,NA
NA,admin.,married,university.degree,no,no,cellular,aug,thu,2,1,-2.9,92.201,-31.4,0.873,5076.2,3,no,NA
NA,technician,married,NA,yes,no,cellular,nov,tue,1,4,-1.1,94.767,-50.8,1.046,4963.6,4,no,NA
40,technician,married,NA,yes,no,cellular,aug,mon,6,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
27,admin.,married,basic.9y,yes,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.864,5191,0,no,NA
63,retired,divorced,university.degree,yes,yes,cellular,jul,thu,1,1,-2.9,92.469,-33.6,1.072,5076.2,2,no,NA
40,blue-collar,single,basic.4y,yes,no,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
50,housemaid,married,basic.9y,yes,no,cellular,may,mon,2,1,-1.8,92.893,-46.2,1.244,5099.1,2,no,NA
36,technician,married,high.school,no,no,telephone,jul,tue,1,0,1.4,93.918,-42.7,4.955,5228.1,0,no,NA
32,technician,married,NA,yes,no,cellular,jul,thu,6,0,1.4,93.918,-42.7,4.968,5228.1,0,no,NA
27,admin.,single,high.school,no,no,cellular,apr,thu,2,1,-1.8,93.075,-47.1,1.41,5099.1,1,no,NA
45,admin.,divorced,NA,no,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
44,blue-collar,single,NA,yes,no,telephone,jun,tue,1,0,1.4,94.465,-41.8,4.864,5228.1,0,no,NA
NA,admin.,single,high.school,yes,no,telephone,may,tue,1,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
NA,technician,married,NA,no,yes,cellular,may,mon,1,1,-1.8,92.893,-46.2,1.299,5099.1,3,no,NA
NA,technician,married,NA,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
38,admin.,single,NA,no,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.859,5191,0,no,NA
27,technician,single,NA,no,no,telephone,jun,tue,2,0,1.4,94.465,-41.8,4.961,5228.1,0,no,NA
46,technician,single,NA,no,no,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.97,5228.1,0,no,NA
35,management,married,professional.course,yes,yes,telephone,may,wed,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
34,blue-collar,married,basic.9y,yes,no,telephone,may,fri,5,0,1.1,93.994,-36.4,4.855,5191,0,no,NA
32,management,single,professional.course,yes,no,cellular,nov,wed,4,0,-0.1,93.2,-42,4.12,5195.8,0,no,NA
33,technician,single,high.school,yes,no,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
50,admin.,married,university.degree,yes,no,cellular,aug,mon,3,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
NA,blue-collar,single,basic.9y,no,no,cellular,may,thu,1,1,-1.8,92.893,-46.2,1.266,5099.1,3,no,NA
52,services,married,NA,no,no,telephone,may,NA,1,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
NA,blue-collar,married,basic.9y,no,no,cellular,may,wed,6,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,NA
27,self-employed,single,university.degree,yes,no,cellular,may,thu,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,NA
38,unknown,divorced,high.school,yes,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
33,student,married,NA,no,no,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
NA,admin.,married,university.degree,no,no,telephone,aug,mon,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
30,admin.,married,high.school,no,no,cellular,jul,fri,7,0,1.4,93.918,-42.7,4.957,5228.1,0,no,NA
28,blue-collar,married,NA,no,no,cellular,jul,tue,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,NA
43,admin.,married,high.school,no,no,cellular,jul,tue,5,0,1.4,93.918,-42.7,4.961,5228.1,0,no,NA
41,blue-collar,single,basic.6y,no,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,NA
59,retired,married,unknown,yes,yes,cellular,aug,fri,2,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
NA,technician,single,professional.course,no,no,cellular,may,wed,1,1,-1.8,92.893,-46.2,1.334,5099.1,2,no,NA
48,blue-collar,married,basic.9y,yes,no,telephone,may,NA,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
35,management,single,high.school,yes,no,cellular,nov,tue,1,1,-0.1,93.2,-42,4.153,5195.8,4,no,NA
49,blue-collar,married,high.school,yes,no,cellular,aug,thu,2,0,1.4,93.444,-36.1,4.963,5228.1,0,no,NA
41,blue-collar,married,basic.4y,no,no,cellular,nov,NA,3,1,-0.1,93.2,-42,4.076,5195.8,2,no,NA
33,admin.,divorced,high.school,no,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
NA,admin.,single,high.school,no,yes,telephone,nov,thu,1,0,-0.1,93.2,-42,4.076,5195.8,0,no,NA
34,blue-collar,married,high.school,yes,no,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
35,admin.,married,NA,yes,no,cellular,aug,tue,3,0,1.4,93.444,-36.1,4.968,5228.1,0,no,NA
NA,technician,married,professional.course,yes,yes,telephone,oct,mon,1,0,-0.1,93.798,-40.4,5,5195.8,0,no,NA
54,retired,divorced,basic.4y,no,no,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.865,5228.1,0,no,NA
NA,blue-collar,married,basic.9y,no,no,cellular,may,thu,1,1,-1.8,92.893,-46.2,1.327,5099.1,1,no,NA
52,admin.,married,NA,yes,no,cellular,nov,fri,2,1,-0.1,93.2,-42,4.021,5195.8,1,no,NA
33,blue-collar,married,NA,yes,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.857,5191,0,no,NA
50,blue-collar,married,NA,yes,yes,cellular,aug,tue,8,0,1.4,93.444,-36.1,4.965,5228.1,0,no,NA
33,blue-collar,married,NA,yes,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191,0,no,NA
36,entrepreneur,married,NA,no,no,telephone,jun,wed,5,0,1.4,94.465,-41.8,4.864,5228.1,0,no,NA
